DateTime;C1;C2;C3;EPV;Price
2014-01-01 00:00:00;0.0;1.71754247975;0.4216152205;0.0;23.86
2014-01-01 01:00:00;0.0;2.58891211275;0.4135303315;0.0;22.39
2014-01-01 02:00:00;0.0;2.7954318505;0.409564992;0.0;20.59
2014-01-01 03:00:00;0.0;2.94893014475;0.34770164075;0.0;16.81
2014-01-01 04:00:00;0.0;3.464018663;0.21909442375;0.0;17.41
2014-01-01 05:00:00;0.0;3.91253017125;0.20741789125;0.0;17.02
2014-01-01 06:00:00;0.0;3.84578061175;0.587739541;0.0;15.86
2014-01-01 07:00:00;0.0;1.326694482;0.441126802;0.0;18.16
2014-01-01 08:00:00;0.0;0.29908052375;0.299634809;0.29174;17.73
2014-01-01 09:00:00;0.0;0.189176878;0.209009594;0.59697;19.77
2014-01-01 10:00:00;0.0;0.01067714;0.179830223;3.60003;23.75
2014-01-01 11:00:00;0.0;0.0052730635;0.29679371;1.1899;26.03
2014-01-01 12:00:00;0.0;0.132221154;0.35333035475;0.33563;27.06
2014-01-01 13:00:00;0.0;0.0;0.19017823725;0.18705;26.59
2014-01-01 14:00:00;0.0;0.00638386075;0.179830223;0.04206;25.0
2014-01-01 15:00:00;0.0;0.138206113;0.4050953745;0.0;20.06
2014-01-01 16:00:00;0.0;0.504545322;0.4050953745;0.0;19.43
2014-01-01 17:00:00;0.0;0.72567274125;0.2573803605;0.0;24.57
2014-01-01 18:00:00;0.0;0.43975856625;0.29795329825;0.0;33.11
2014-01-01 19:00:00;0.0;0.34388710225;0.23096527525;0.0;35.34
2014-01-01 20:00:00;0.0;0.2941956495;0.244281055;0.0;33.07
2014-01-01 21:00:00;0.0;0.27787070825;0.24396032975;0.0;29.52
2014-01-01 22:00:00;0.0;1.268997505;0.34497026125;0.0;30.1
2014-01-01 23:00:00;0.0;2.7622095205;0.3922309815;0.0;24.57
2014-01-02 00:00:00;0.0;2.80725989125;0.4258904465;0.0;22.2
2014-01-02 01:00:00;0.0;2.8139276775;0.409564992;0.0;16.57
2014-01-02 02:00:00;0.0;2.83893279525;0.409060714;0.0;15.35
2014-01-02 03:00:00;0.0;2.6669953335;0.36453137325;0.0;12.77
2014-01-02 04:00:00;0.0;2.69044792725;0.19866157975;0.0;11.27
2014-01-02 05:00:00;0.0;3.36726423;0.22889628825;0.0;11.91
2014-01-02 06:00:00;0.0;3.29897027525;0.58783105525;0.0;12.62
2014-01-02 07:00:00;0.0;1.330688834;0.59715596925;0.0;14.32
2014-01-02 08:00:00;0.0;2.23467346275;0.56724744825;0.00976;18.5
2014-01-02 09:00:00;0.0;3.841459811;0.43474148675;0.04275;21.3
2014-01-02 10:00:00;0.0;4.1138580195;0.5333672905;0.26592;25.47
2014-01-02 11:00:00;0.0;4.799456721;0.62442285925;0.31784;26.12
2014-01-02 12:00:00;0.0;2.730071117;0.6532645645;1.5101;30.56
2014-01-02 13:00:00;0.0;3.38604720125;0.4744694595;1.01414;27.4
2014-01-02 14:00:00;0.0;3.86477796525;0.47306565875;0.1803;23.4
2014-01-02 15:00:00;0.0;4.6421942;0.59237216725;0.0;19.86
2014-01-02 16:00:00;0.0;4.57955092275;0.655757761;0.0;22.5
2014-01-02 17:00:00;0.0;3.7370364615;0.26702236;0.0;34.8
2014-01-02 18:00:00;0.0;0.72542520925;0.24396032975;0.0;44.65
2014-01-02 19:00:00;0.0;0.41537126075;0.25695538425;0.0;39.0
2014-01-02 20:00:00;0.0;0.40425464725;0.2423210825;0.0;35.0
2014-01-02 21:00:00;0.0;0.40383858775;0.244281055;0.0;27.54
2014-01-02 22:00:00;0.0;0.9588399185;0.360108841;0.0;32.18
2014-01-02 23:00:00;0.0;1.84063974075;0.409564992;0.0;37.41
2014-01-03 00:00:00;0.0;2.2939566455;0.422429385;0.0;21.39
2014-01-03 01:00:00;0.0;2.95066108325;0.42699530025;0.0;18.91
2014-01-03 02:00:00;0.0;2.8340147495;0.4179597675;0.0;19.07
2014-01-03 03:00:00;0.0;2.92732842725;0.322468969;0.0;12.4
2014-01-03 04:00:00;0.0;3.49229802225;0.19866157975;0.0;7.83
2014-01-03 05:00:00;0.0;3.88585246725;0.2259860635;0.0;9.99
2014-01-03 06:00:00;0.0;3.440595744;0.587606062;0.0;6.25
2014-01-03 07:00:00;0.0;1.568188986;0.596036805;0.0;8.61
2014-01-03 08:00:00;0.0;2.0210021345;0.65829030075;0.03459;12.59
2014-01-03 09:00:00;0.0;2.398763435;0.46143729975;0.3425;18.57
2014-01-03 10:00:00;0.0;4.358035592;0.483458033;0.62485;21.87
2014-01-03 11:00:00;0.0;3.7086932225;0.5905626365;1.48275;23.93
2014-01-03 12:00:00;0.0;2.56251322425;0.59577831025;1.22541;24.22
2014-01-03 13:00:00;0.0;3.03095996725;0.31587536325;0.53612;24.51
2014-01-03 14:00:00;0.0;3.897979626;0.4625185545;0.11401;20.78
2014-01-03 15:00:00;0.0;4.17555127175;0.65526630425;0.0;18.54
2014-01-03 16:00:00;0.0;4.36519919875;0.533035047;0.0;18.76
2014-01-03 17:00:00;0.0;4.3035945575;0.270271164;0.0;22.21
2014-01-03 18:00:00;0.0;0.9263268355;0.229326028;0.0;26.76
2014-01-03 19:00:00;0.0;0.37108366475;0.25695538425;0.0;27.32
2014-01-03 20:00:00;0.0;0.34245519925;0.24396032975;0.0;25.33
2014-01-03 21:00:00;0.0;0.33683604275;0.2423210825;0.0;22.11
2014-01-03 22:00:00;0.0;0.8762306645;0.218821243;0.0;23.49
2014-01-03 23:00:00;0.0;1.74553596125;0.1932341455;0.0;22.09
2014-01-04 00:00:00;0.0;1.76226317025;0.2005262515;0.0;13.78
2014-01-04 01:00:00;0.0;1.757199295;0.19017823725;0.0;13.8
2014-01-04 02:00:00;0.0;2.450381974;0.2087464095;0.0;12.3
2014-01-04 03:00:00;0.0;2.71871504875;0.19017823725;0.0;7.65
2014-01-04 04:00:00;0.0;3.49573038075;0.192042909;0.0;7.66
2014-01-04 05:00:00;0.0;3.987613795;0.1932341455;0.0;11.5
2014-01-04 06:00:00;0.0;3.87754777225;0.21909442375;0.0;19.79
2014-01-04 07:00:00;0.0;1.27950269925;0.20539183675;0.0;33.12
